docid,docno,title,rank,query,qid,model
17245,90522,Johnny English Reborn (2011),5,Spy with gadgets and luxury cars.,40,pipeline_3
33368,142406,Dick Smart 2007 (1967),6,Spy with gadgets and luxury cars.,40,pipeline_3
11740,54286,"Bourne Ultimatum, The (2007)",7,Spy with gadgets and luxury cars.,40,pipeline_3
43457,164959,Barbie: Spy Squad (2016),8,Spy with gadgets and luxury cars.,40,pipeline_3
62206,204694,Spies in Disguise (2019),9,Spy with gadgets and luxury cars.,40,pipeline_3
1435,1479,"Saint, The (1997)",10,Spy with gadgets and luxury cars.,40,pipeline_3
23780,119145,Kingsman: The Secret Service (2015),1,Spy with gadgets and luxury cars.,40,pipeline_4
17507,91630,Mission: Impossible - Ghost Protocol (2011),2,Spy with gadgets and luxury cars.,40,pipeline_4
4129,4232,Spy Kids (2001),3,Spy with gadgets and luxury cars.,40,pipeline_4
17245,90522,Johnny English Reborn (2011),4,Spy with gadgets and luxury cars.,40,pipeline_4
637,648,Mission: Impossible (1996),5,Spy with gadgets and luxury cars.,40,pipeline_4
56549,192579,Johnny English Strikes Again (2018),6,Spy with gadgets and luxury cars.,40,pipeline_4
4007,4110,"Fourth Protocol, The (1987)",7,Spy with gadgets and luxury cars.,40,pipeline_4
1435,1479,"Saint, The (1997)",8,Spy with gadgets and luxury cars.,40,pipeline_4
59886,199648,Kim Possible (2019),9,Spy with gadgets and luxury cars.,40,pipeline_4
16908,89002,Spy Kids: All the Time in the World in 4D (2011),10,Spy with gadgets and luxury cars.,40,pipeline_4
23780,119145,Kingsman: The Secret Service (2015),1,Spy with gadgets and luxury cars.,40,pipeline_5
17507,91630,Mission: Impossible - Ghost Protocol (2011),2,Spy with gadgets and luxury cars.,40,pipeline_5
4129,4232,Spy Kids (2001),3,Spy with gadgets and luxury cars.,40,pipeline_5
17245,90522,Johnny English Reborn (2011),4,Spy with gadgets and luxury cars.,40,pipeline_5
2855,2947,Goldfinger (1964),5,Spy with gadgets and luxury cars.,40,pipeline_5
10787,45186,Mission: Impossible III (2006),6,Spy with gadgets and luxury cars.,40,pipeline_5
637,648,Mission: Impossible (1996),7,Spy with gadgets and luxury cars.,40,pipeline_5
7894,8605,Taxi 3 (2003),8,Spy with gadgets and luxury cars.,40,pipeline_5
21711,111781,Mission: Impossible - Rogue Nation (2015),9,Spy with gadgets and luxury cars.,40,pipeline_5
4007,4110,"Fourth Protocol, The (1987)",10,Spy with gadgets and luxury cars.,40,pipeline_5
23780,119145,Kingsman: The Secret Service (2015),1,Spy with gadgets and luxury cars.,40,pipeline_6
17507,91630,Mission: Impossible - Ghost Protocol (2011),2,Spy with gadgets and luxury cars.,40,pipeline_6
4129,4232,Spy Kids (2001),3,Spy with gadgets and luxury cars.,40,pipeline_6
17245,90522,Johnny English Reborn (2011),4,Spy with gadgets and luxury cars.,40,pipeline_6
10787,45186,Mission: Impossible III (2006),5,Spy with gadgets and luxury cars.,40,pipeline_6
56549,192579,Johnny English Strikes Again (2018),6,Spy with gadgets and luxury cars.,40,pipeline_6
21711,111781,Mission: Impossible - Rogue Nation (2015),7,Spy with gadgets and luxury cars.,40,pipeline_6
1435,1479,"Saint, The (1997)",8,Spy with gadgets and luxury cars.,40,pipeline_6
59886,199648,Kim Possible (2019),9,Spy with gadgets and luxury cars.,40,pipeline_6
11740,54286,"Bourne Ultimatum, The (2007)",10,Spy with gadgets and luxury cars.,40,pipeline_6
13039,66097,Coraline (2009),1,Fantasy movies with magical worlds.,41,pipeline_0
1976,2065,"Purple Rose of Cairo, The (1985)",2,Fantasy movies with magical worlds.,41,pipeline_0
30133,135143,Fantastic Beasts and Where to Find Them (2016),3,Fantasy movies with magical worlds.,41,pipeline_0
11119,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",4,Fantasy movies with magical worlds.,41,pipeline_0
16919,89039,Another Earth (2011),5,Fantasy movies with magical worlds.,41,pipeline_0
16444,86882,Midnight in Paris (2011),6,Fantasy movies with magical worlds.,41,pipeline_0
11730,54259,Stardust (2007),7,Fantasy movies with magical worlds.,41,pipeline_0
48316,175197,The Dark Tower (2017),8,Fantasy movies with magical worlds.,41,pipeline_0
7023,7147,Big Fish (2003),9,Fantasy movies with magical worlds.,41,pipeline_0
5860,5971,My Neighbor Totoro (Tonari no Totoro) (1988),10,Fantasy movies with magical worlds.,41,pipeline_0
1976,2065,"Purple Rose of Cairo, The (1985)",1,Fantasy movies with magical worlds.,41,pipeline_1
82208,276227,Upon the Magic Roads (2021),2,Fantasy movies with magical worlds.,41,pipeline_1
64864,211137,Ni No Kuni (2019),3,Fantasy movies with magical worlds.,41,pipeline_1
34044,143910,Animals (2012),4,Fantasy movies with magical worlds.,41,pipeline_1
55993,191355,The Erlprince (2016),5,Fantasy movies with magical worlds.,41,pipeline_1
55001,189173,A Rough Draft (2018),6,Fantasy movies with magical worlds.,41,pipeline_1
38395,153887,Genmu Senki Leda (1985),7,Fantasy movies with magical worlds.,41,pipeline_1
60733,201454,Destined (2017),8,Fantasy movies with magical worlds.,41,pipeline_1
48316,175197,The Dark Tower (2017),9,Fantasy movies with magical worlds.,41,pipeline_1
27876,130087,The Cobbler (2015),10,Fantasy movies with magical worlds.,41,pipeline_1
30133,135143,Fantastic Beasts and Where to Find Them (2016),1,Fantasy movies with magical worlds.,41,pipeline_2
2003,2093,Return to Oz (1985),2,Fantasy movies with magical worlds.,41,pipeline_2
56742,192997,Border (2018),3,Fantasy movies with magical worlds.,41,pipeline_2
6793,6916,"Magic Sword, The (1962)",4,Fantasy movies with magical worlds.,41,pipeline_2
16444,86882,Midnight in Paris (2011),5,Fantasy movies with magical worlds.,41,pipeline_2
1976,2065,"Purple Rose of Cairo, The (1985)",6,Fantasy movies with magical worlds.,41,pipeline_2
82208,276227,Upon the Magic Roads (2021),7,Fantasy movies with magical worlds.,41,pipeline_2
34044,143910,Animals (2012),8,Fantasy movies with magical worlds.,41,pipeline_2
32630,140769,Puella Magi Madoka Magica the Movie Part I: Beginnings (2012),9,Fantasy movies with magical worlds.,41,pipeline_2
33576,142861,Cemetery of Splendour (2015),10,Fantasy movies with magical worlds.,41,pipeline_2
30133,135143,Fantastic Beasts and Where to Find Them (2016),1,Fantasy movies with magical worlds.,41,pipeline_3
82208,276227,Upon the Magic Roads (2021),2,Fantasy movies with magical worlds.,41,pipeline_3
2003,2093,Return to Oz (1985),3,Fantasy movies with magical worlds.,41,pipeline_3
1976,2065,"Purple Rose of Cairo, The (1985)",4,Fantasy movies with magical worlds.,41,pipeline_3
16444,86882,Midnight in Paris (2011),5,Fantasy movies with magical worlds.,41,pipeline_3
6793,6916,"Magic Sword, The (1962)",6,Fantasy movies with magical worlds.,41,pipeline_3
56742,192997,Border (2018),7,Fantasy movies with magical worlds.,41,pipeline_3
32630,140769,Puella Magi Madoka Magica the Movie Part I: Beginnings (2012),8,Fantasy movies with magical worlds.,41,pipeline_3
34044,143910,Animals (2012),9,Fantasy movies with magical worlds.,41,pipeline_3
64864,211137,Ni No Kuni (2019),10,Fantasy movies with magical worlds.,41,pipeline_3
1976,2065,"Purple Rose of Cairo, The (1985)",1,Fantasy movies with magical worlds.,41,pipeline_4
30133,135143,Fantastic Beasts and Where to Find Them (2016),2,Fantasy movies with magical worlds.,41,pipeline_4
34044,143910,Animals (2012),3,Fantasy movies with magical worlds.,41,pipeline_4
56742,192997,Border (2018),4,Fantasy movies with magical worlds.,41,pipeline_4
2003,2093,Return to Oz (1985),5,Fantasy movies with magical worlds.,41,pipeline_4
55993,191355,The Erlprince (2016),6,Fantasy movies with magical worlds.,41,pipeline_4
38395,153887,Genmu Senki Leda (1985),7,Fantasy movies with magical worlds.,41,pipeline_4
64864,211137,Ni No Kuni (2019),8,Fantasy movies with magical worlds.,41,pipeline_4
82208,276227,Upon the Magic Roads (2021),9,Fantasy movies with magical worlds.,41,pipeline_4
33390,142450,Puella Magi Madoka Magica the Movie Part III: Rebellion (2013),10,Fantasy movies with magical worlds.,41,pipeline_4
1976,2065,"Purple Rose of Cairo, The (1985)",1,Fantasy movies with magical worlds.,41,pipeline_5
30133,135143,Fantastic Beasts and Where to Find Them (2016),2,Fantasy movies with magical worlds.,41,pipeline_5
16444,86882,Midnight in Paris (2011),3,Fantasy movies with magical worlds.,41,pipeline_5
34044,143910,Animals (2012),4,Fantasy movies with magical worlds.,41,pipeline_5
56742,192997,Border (2018),5,Fantasy movies with magical worlds.,41,pipeline_5
2003,2093,Return to Oz (1985),6,Fantasy movies with magical worlds.,41,pipeline_5
6793,6916,"Magic Sword, The (1962)",7,Fantasy movies with magical worlds.,41,pipeline_5
82208,276227,Upon the Magic Roads (2021),8,Fantasy movies with magical worlds.,41,pipeline_5
32630,140769,Puella Magi Madoka Magica the Movie Part I: Beginnings (2012),9,Fantasy movies with magical worlds.,41,pipeline_5
3875,3978,"Legend of Bagger Vance, The (2000)",10,Fantasy movies with magical worlds.,41,pipeline_5
1976,2065,"Purple Rose of Cairo, The (1985)",1,Fantasy movies with magical worlds.,41,pipeline_6
30133,135143,Fantastic Beasts and Where to Find Them (2016),2,Fantasy movies with magical worlds.,41,pipeline_6
16444,86882,Midnight in Paris (2011),3,Fantasy movies with magical worlds.,41,pipeline_6
34044,143910,Animals (2012),4,Fantasy movies with magical worlds.,41,pipeline_6
56742,192997,Border (2018),5,Fantasy movies with magical worlds.,41,pipeline_6
2003,2093,Return to Oz (1985),6,Fantasy movies with magical worlds.,41,pipeline_6
38395,153887,Genmu Senki Leda (1985),7,Fantasy movies with magical worlds.,41,pipeline_6
64864,211137,Ni No Kuni (2019),8,Fantasy movies with magical worlds.,41,pipeline_6
6793,6916,"Magic Sword, The (1962)",9,Fantasy movies with magical worlds.,41,pipeline_6
82208,276227,Upon the Magic Roads (2021),10,Fantasy movies with magical worlds.,41,pipeline_6
83836,280560,Phone Bhoot (2022),1,Films capturing youthful spirit.,42,pipeline_0
23150,117133,Painted Skin (2008),2,Films capturing youthful spirit.,42,pipeline_0
44704,167632,"Raging Sun, Raging Sky (2009)",3,Films capturing youthful spirit.,42,pipeline_0
39085,155477,Jungle Cavalcade (1941),4,Films capturing youthful spirit.,42,pipeline_0
77938,259879,Capturing Reality (2008),5,Films capturing youthful spirit.,42,pipeline_0
72537,234619,Babs (2017),6,Films capturing youthful spirit.,42,pipeline_0
4324,4428,"Misfits, The (1961)",7,Films capturing youthful spirit.,42,pipeline_0
13743,71184,Valentino: The Last Emperor (2008),8,Films capturing youthful spirit.,42,pipeline_0
6087,6198,American Heart (1992),9,Films capturing youthful spirit.,42,pipeline_0
22645,115828,Copenhagen (2014),10,Films capturing youthful spirit.,42,pipeline_0
39085,155477,Jungle Cavalcade (1941),1,Films capturing youthful spirit.,42,pipeline_1
83836,280560,Phone Bhoot (2022),2,Films capturing youthful spirit.,42,pipeline_1
77938,259879,Capturing Reality (2008),3,Films capturing youthful spirit.,42,pipeline_1
23150,117133,Painted Skin (2008),4,Films capturing youthful spirit.,42,pipeline_1
44704,167632,"Raging Sun, Raging Sky (2009)",5,Films capturing youthful spirit.,42,pipeline_1
54426,187953,Holy Ghost (2014),6,Films capturing youthful spirit.,42,pipeline_1
12858,64368,Ninja III: The Domination (1984),7,Films capturing youthful spirit.,42,pipeline_1
12845,64249,Shrek the Halls (2007),8,Films capturing youthful spirit.,42,pipeline_1
72537,234619,Babs (2017),9,Films capturing youthful spirit.,42,pipeline_1
31929,139211,The Universal Clock: The Resistance of Peter Watkins (2001),10,Films capturing youthful spirit.,42,pipeline_1
12858,64368,Ninja III: The Domination (1984),1,Films capturing youthful spirit.,42,pipeline_2
39085,155477,Jungle Cavalcade (1941),2,Films capturing youthful spirit.,42,pipeline_2
54426,187953,Holy Ghost (2014),3,Films capturing youthful spirit.,42,pipeline_2
53596,186255,And This Is Free (1965),4,Films capturing youthful spirit.,42,pipeline_2
23118,116965,See Heaven (1995),5,Films capturing youthful spirit.,42,pipeline_2
62536,205471,Inna de Yard (2019),6,Films capturing youthful spirit.,42,pipeline_2
55652,190577,Shorebreak: The Clark Little Story (2016),7,Films capturing youthful spirit.,42,pipeline_2
77457,257817,Blue Green (2007),8,Films capturing youthful spirit.,42,pipeline_2
67615,217633,White Rhino (2019),9,Films capturing youthful spirit.,42,pipeline_2
14028,72645,"Tale of the Wind, A (Histoire de vent, Une) (1988)",10,Films capturing youthful spirit.,42,pipeline_2
12858,64368,Ninja III: The Domination (1984),1,Films capturing youthful spirit.,42,pipeline_3
62536,205471,Inna de Yard (2019),2,Films capturing youthful spirit.,42,pipeline_3
66263,214382,LEGO House – Home of the Brick (2018),3,Films capturing youthful spirit.,42,pipeline_3
39085,155477,Jungle Cavalcade (1941),4,Films capturing youthful spirit.,42,pipeline_3
72537,234619,Babs (2017),5,Films capturing youthful spirit.,42,pipeline_3
67615,217633,White Rhino (2019),6,Films capturing youthful spirit.,42,pipeline_3
69820,224629,Santana (2020),7,Films capturing youthful spirit.,42,pipeline_3
81656,274209,Wyrmwood: Apocalypse (2022),8,Films capturing youthful spirit.,42,pipeline_3
54426,187953,Holy Ghost (2014),9,Films capturing youthful spirit.,42,pipeline_3
14028,72645,"Tale of the Wind, A (Histoire de vent, Une) (1988)",10,Films capturing youthful spirit.,42,pipeline_3
83836,280560,Phone Bhoot (2022),1,Films capturing youthful spirit.,42,pipeline_4
39085,155477,Jungle Cavalcade (1941),2,Films capturing youthful spirit.,42,pipeline_4
77938,259879,Capturing Reality (2008),3,Films capturing youthful spirit.,42,pipeline_4
72537,234619,Babs (2017),4,Films capturing youthful spirit.,42,pipeline_4
13743,71184,Valentino: The Last Emperor (2008),5,Films capturing youthful spirit.,42,pipeline_4
54426,187953,Holy Ghost (2014),6,Films capturing youthful spirit.,42,pipeline_4
12858,64368,Ninja III: The Domination (1984),7,Films capturing youthful spirit.,42,pipeline_4
53596,186255,And This Is Free (1965),8,Films capturing youthful spirit.,42,pipeline_4
62536,205471,Inna de Yard (2019),9,Films capturing youthful spirit.,42,pipeline_4
77457,257817,Blue Green (2007),10,Films capturing youthful spirit.,42,pipeline_4
39085,155477,Jungle Cavalcade (1941),1,Films capturing youthful spirit.,42,pipeline_5
54426,187953,Holy Ghost (2014),2,Films capturing youthful spirit.,42,pipeline_5
12858,64368,Ninja III: The Domination (1984),3,Films capturing youthful spirit.,42,pipeline_5
53596,186255,And This Is Free (1965),4,Films capturing youthful spirit.,42,pipeline_5
62536,205471,Inna de Yard (2019),5,Films capturing youthful spirit.,42,pipeline_5
77457,257817,Blue Green (2007),6,Films capturing youthful spirit.,42,pipeline_5
23118,116965,See Heaven (1995),7,Films capturing youthful spirit.,42,pipeline_5
67615,217633,White Rhino (2019),8,Films capturing youthful spirit.,42,pipeline_5
40323,158272,To Fetch a Bike (1968),9,Films capturing youthful spirit.,42,pipeline_5
45728,169780,Goblin (2010),10,Films capturing youthful spirit.,42,pipeline_5
39085,155477,Jungle Cavalcade (1941),1,Films capturing youthful spirit.,42,pipeline_6
72537,234619,Babs (2017),2,Films capturing youthful spirit.,42,pipeline_6
54426,187953,Holy Ghost (2014),3,Films capturing youthful spirit.,42,pipeline_6
12858,64368,Ninja III: The Domination (1984),4,Films capturing youthful spirit.,42,pipeline_6
53596,186255,And This Is Free (1965),5,Films capturing youthful spirit.,42,pipeline_6
62536,205471,Inna de Yard (2019),6,Films capturing youthful spirit.,42,pipeline_6
23118,116965,See Heaven (1995),7,Films capturing youthful spirit.,42,pipeline_6
67615,217633,White Rhino (2019),8,Films capturing youthful spirit.,42,pipeline_6
43004,164019,Fire at Sea (2016),9,Films capturing youthful spirit.,42,pipeline_6
69820,224629,Santana (2020),10,Films capturing youthful spirit.,42,pipeline_6
29693,134130,The Martian (2015),1,Man stranded alone on Mars.,43,pipeline_0
3919,4022,Cast Away (2000),2,Man stranded alone on Mars.,43,pipeline_0
17602,91976,"Grey, The (2012)",3,Man stranded alone on Mars.,43,pipeline_0
8595,26124,Robinson Crusoe on Mars (1964),4,Man stranded alone on Mars.,43,pipeline_0
